trial	offer	accept	subjID	group
11	5	1	22	LM
12	3	0	22	LM
13	5	1	22	LM
14	3	0	22	LM
15	1	0	22	LM
16	2	0	22	LM
17	3	0	22	LM
18	6	1	22	LM
19	2	0	22	LM
20	2	0	22	LM
21	4	0	22	LM
22	3	0	22	LM
23	5	1	22	LM
24	2	0	22	LM
25	4	0	22	LM
26	4	0	22	LM
27	2	0	22	LM
28	6	1	22	LM
29	4	0	22	LM
30	7	1	22	LM
31	9	1	22	LM
32	7	1	22	LM
33	10	1	22	LM
34	7	1	22	LM
35	8	1	22	LM
36	8	1	22	LM
37	11	1	22	LM
38	7	1	22	LM
39	6	1	22	LM
40	6	1	22	LM
41	12	1	22	LM
42	9	1	22	LM
43	5	0	22	LM
44	8	1	22	LM
45	6	1	22	LM
46	7	1	22	LM
47	8	1	22	LM
48	7	1	22	LM
49	8	1	22	LM
50	6	1	22	LM
51	8	1	22	LM
52	7	1	22	LM
53	9	1	22	LM
54	9	1	22	LM
55	8	1	22	LM
56	10	1	22	LM
57	6	1	22	LM
58	10	1	22	LM
59	10	1	22	LM
60	8	1	22	LM
1	3	0	23	LM
2	3	0	23	LM
3	5	1	23	LM
4	4	0	23	LM
5	2	0	23	LM
6	4	0	23	LM
7	3	0	23	LM
8	4	0	23	LM
9	3	0	23	LM
10	4	0	23	LM
11	5	1	23	LM
12	3	0	23	LM
13	5	1	23	LM
14	3	0	23	LM
15	1	0	23	LM
16	2	0	23	LM
17	3	0	23	LM
18	6	1	23	LM
19	2	0	23	LM
20	2	0	23	LM
21	4	0	23	LM
22	3	0	23	LM
23	5	1	23	LM
24	2	0	23	LM
25	4	0	23	LM
26	4	0	23	LM
27	2	0	23	LM
28	6	1	23	LM
29	4	0	23	LM
30	7	1	23	LM
31	9	1	23	LM
32	7	1	23	LM
33	10	1	23	LM
34	7	1	23	LM
35	8	1	23	LM
36	8	1	23	LM
37	11	1	23	LM
38	7	1	23	LM
39	6	1	23	LM
40	6	1	23	LM
41	12	1	23	LM
42	9	1	23	LM
43	5	1	23	LM
44	8	1	23	LM
45	6	1	23	LM
46	7	1	23	LM
47	8	1	23	LM
48	7	1	23	LM
49	8	1	23	LM
50	6	1	23	LM
51	8	1	23	LM
52	7	1	23	LM
53	9	1	23	LM
54	9	1	23	LM
55	8	1	23	LM
56	10	1	23	LM
57	6	1	23	LM
58	10	1	23	LM
59	10	1	23	LM
60	8	1	23	LM
1	3	0	24	LM
2	3	0	24	LM
3	5	1	24	LM
4	4	0	24	LM
5	2	0	24	LM
6	4	0	24	LM
7	3	0	24	LM
8	4	0	24	LM
9	3	0	24	LM
10	4	0	24	LM
11	5	0	24	LM
12	3	0	24	LM
13	5	1	24	LM
14	3	0	24	LM
15	1	0	24	LM
16	2	0	24	LM
17	3	0	24	LM
18	6	1	24	LM
19	2	0	24	LM
20	2	0	24	LM
21	4	0	24	LM
22	3	0	24	LM
23	5	0	24	LM
24	2	0	24	LM
25	4	0	24	LM
26	4	0	24	LM
27	2	0	24	LM
28	6	1	24	LM
29	4	0	24	LM
30	7	1	24	LM
31	9	1	24	LM
32	7	1	24	LM
33	10	1	24	LM
34	7	1	24	LM
35	8	1	24	LM
36	8	1	24	LM
37	11	1	24	LM
38	7	1	24	LM
39	6	1	24	LM
40	6	1	24	LM
41	12	1	24	LM
42	9	1	24	LM
43	5	1	24	LM
44	8	1	24	LM
45	6	1	24	LM
46	7	1	24	LM
47	8	1	24	LM
48	7	1	24	LM
49	8	1	24	LM
50	6	1	24	LM
51	8	1	24	LM
52	7	1	24	LM
53	9	1	24	LM
54	9	1	24	LM
55	8	1	24	LM
56	10	1	24	LM
57	6	1	24	LM
58	10	1	24	LM
59	10	1	24	LM
60	8	1	24	LM
1	3	0	25	LM
2	3	0	25	LM
3	5	1	25	LM
4	4	0	25	LM
5	2	0	25	LM
6	4	0	25	LM
7	3	0	25	LM
8	4	0	25	LM
9	3	0	25	LM
10	4	0	25	LM
11	5	0	25	LM
12	3	0	25	LM
13	5	0	25	LM
14	3	0	25	LM
15	1	0	25	LM
16	2	0	25	LM
17	3	0	25	LM
18	6	1	25	LM
19	2	0	25	LM
20	2	0	25	LM
21	4	0	25	LM
22	3	0	25	LM
23	5	1	25	LM
24	2	0	25	LM
25	4	0	25	LM
26	4	0	25	LM
27	2	0	25	LM
28	6	1	25	LM
29	4	0	25	LM
30	7	1	25	LM
31	9	1	25	LM
32	7	1	25	LM
33	10	1	25	LM
34	7	1	25	LM
35	8	1	25	LM
36	8	1	25	LM
37	11	1	25	LM
38	7	1	25	LM
39	6	1	25	LM
40	6	1	25	LM
41	12	1	25	LM
42	9	1	25	LM
43	5	1	25	LM
44	8	1	25	LM
45	6	1	25	LM
46	7	1	25	LM
47	8	1	25	LM
48	7	1	25	LM
49	8	1	25	LM
50	6	1	25	LM
51	8	1	25	LM
52	7	1	25	LM
53	9	1	25	LM
54	9	1	25	LM
55	8	1	25	LM
56	10	1	25	LM
57	6	1	25	LM
58	10	1	25	LM
59	10	1	25	LM
60	8	1	25	LM
1	3	0	26	LM
2	3	0	26	LM
3	5	0	26	LM
4	4	0	26	LM
5	2	0	26	LM
6	4	0	26	LM
7	3	0	26	LM
8	4	0	26	LM
9	3	0	26	LM
10	4	0	26	LM
11	5	1	26	LM
12	3	0	26	LM
13	5	1	26	LM
14	3	0	26	LM
15	1	0	26	LM
16	2	0	26	LM
17	3	0	26	LM
18	6	1	26	LM
19	2	0	26	LM
20	2	0	26	LM
21	4	0	26	LM
22	3	0	26	LM
23	5	1	26	LM
24	2	0	26	LM
25	4	0	26	LM
26	4	0	26	LM
27	2	0	26	LM
28	6	1	26	LM
29	4	0	26	LM
30	7	1	26	LM
31	9	1	26	LM
32	7	1	26	LM
33	10	1	26	LM
34	7	1	26	LM
35	8	1	26	LM
36	8	1	26	LM
37	11	1	26	LM
38	7	1	26	LM
39	6	1	26	LM
40	6	1	26	LM
41	12	1	26	LM
42	9	1	26	LM
43	5	1	26	LM
44	8	1	26	LM
45	6	1	26	LM
46	7	1	26	LM
47	8	1	26	LM
48	7	1	26	LM
49	8	1	26	LM
50	6	1	26	LM
51	8	1	26	LM
52	7	1	26	LM
53	9	1	26	LM
54	9	1	26	LM
55	8	1	26	LM
56	10	1	26	LM
57	6	1	26	LM
58	10	1	26	LM
59	10	1	26	LM
60	8	1	26	LM
1	3	0	27	LM
2	3	0	27	LM
3	5	1	27	LM
4	4	0	27	LM
5	2	0	27	LM
6	4	0	27	LM
7	3	0	27	LM
8	4	0	27	LM
9	3	0	27	LM
10	4	0	27	LM
11	5	1	27	LM
12	3	0	27	LM
13	5	1	27	LM
14	3	0	27	LM
15	1	0	27	LM
16	2	0	27	LM
17	3	0	27	LM
18	6	1	27	LM
19	2	0	27	LM
20	2	0	27	LM
21	4	0	27	LM
22	3	0	27	LM
23	5	1	27	LM
24	2	0	27	LM
25	4	0	27	LM
26	4	0	27	LM
27	2	0	27	LM
28	6	1	27	LM
29	4	0	27	LM
30	7	1	27	LM
31	9	1	27	LM
32	7	1	27	LM
33	10	1	27	LM
34	7	1	27	LM
35	8	1	27	LM
36	8	1	27	LM
37	11	1	27	LM
38	7	1	27	LM
39	6	1	27	LM
40	6	1	27	LM
41	12	1	27	LM
42	9	1	27	LM
43	5	1	27	LM
44	8	1	27	LM
45	6	1	27	LM
46	7	1	27	LM
47	8	1	27	LM
48	7	1	27	LM
49	8	1	27	LM
50	6	1	27	LM
51	8	1	27	LM
52	7	1	27	LM
53	9	1	27	LM
54	9	1	27	LM
55	8	1	27	LM
56	10	1	27	LM
57	6	1	27	LM
58	10	1	27	LM
59	10	1	27	LM
60	8	1	27	LM
1	3	0	28	LM
2	3	0	28	LM
3	5	0	28	LM
4	4	0	28	LM
5	2	0	28	LM
6	4	0	28	LM
7	3	0	28	LM
8	4	0	28	LM
9	3	0	28	LM
10	4	0	28	LM
11	5	0	28	LM
12	3	0	28	LM
13	5	1	28	LM
14	3	0	28	LM
15	1	0	28	LM
16	2	0	28	LM
17	3	0	28	LM
18	6	1	28	LM
19	2	0	28	LM
20	2	0	28	LM
21	4	0	28	LM
22	3	0	28	LM
23	5	1	28	LM
24	2	0	28	LM
25	4	0	28	LM
26	4	0	28	LM
27	2	0	28	LM
28	6	1	28	LM
29	4	0	28	LM
30	7	1	28	LM
31	9	1	28	LM
32	7	1	28	LM
33	10	1	28	LM
34	7	1	28	LM
35	8	1	28	LM
36	8	1	28	LM
37	11	1	28	LM
38	7	1	28	LM
39	6	1	28	LM
40	6	1	28	LM
41	12	1	28	LM
42	9	1	28	LM
43	5	0	28	LM
44	8	1	28	LM
45	6	1	28	LM
46	7	1	28	LM
47	8	1	28	LM
48	7	1	28	LM
49	8	1	28	LM
50	6	1	28	LM
51	8	1	28	LM
52	7	1	28	LM
53	9	1	28	LM
54	9	1	28	LM
55	8	1	28	LM
56	10	1	28	LM
57	6	1	28	LM
58	10	1	28	LM
59	10	1	28	LM
60	8	1	28	LM
1	3	0	29	LM
2	3	0	29	LM
3	5	1	29	LM
4	4	0	29	LM
5	2	0	29	LM
6	4	0	29	LM
7	3	0	29	LM
8	4	0	29	LM
9	3	0	29	LM
10	4	0	29	LM
11	5	1	29	LM
12	3	0	29	LM
13	5	1	29	LM
14	3	0	29	LM
15	1	0	29	LM
16	2	0	29	LM
17	3	0	29	LM
18	6	1	29	LM
19	2	0	29	LM
20	2	0	29	LM
21	4	0	29	LM
22	3	0	29	LM
23	5	0	29	LM
24	2	0	29	LM
25	4	0	29	LM
26	4	0	29	LM
27	2	0	29	LM
28	6	1	29	LM
29	4	0	29	LM
30	7	1	29	LM
31	9	1	29	LM
32	7	1	29	LM
33	10	1	29	LM
34	7	1	29	LM
35	8	1	29	LM
36	8	1	29	LM
37	11	1	29	LM
38	7	1	29	LM
39	6	1	29	LM
40	6	1	29	LM
41	12	1	29	LM
42	9	1	29	LM
43	5	0	29	LM
44	8	1	29	LM
45	6	1	29	LM
46	7	1	29	LM
47	8	1	29	LM
48	7	1	29	LM
49	8	1	29	LM
50	6	1	29	LM
51	8	1	29	LM
52	7	1	29	LM
53	9	1	29	LM
54	9	1	29	LM
55	8	1	29	LM
56	10	1	29	LM
57	6	1	29	LM
58	10	1	29	LM
59	10	1	29	LM
60	8	1	29	LM
1	3	0	30	LM
2	3	0	30	LM
3	5	1	30	LM
4	4	0	30	LM
5	2	0	30	LM
6	4	0	30	LM
7	3	0	30	LM
8	4	0	30	LM
9	3	0	30	LM
10	4	0	30	LM
11	5	1	30	LM
12	3	0	30	LM
13	5	1	30	LM
14	3	0	30	LM
15	1	0	30	LM
16	2	0	30	LM
17	3	0	30	LM
18	6	1	30	LM
19	2	0	30	LM
20	2	0	30	LM
21	4	0	30	LM
22	3	0	30	LM
23	5	1	30	LM
24	2	0	30	LM
25	4	0	30	LM
26	4	0	30	LM
27	2	0	30	LM
28	6	1	30	LM
29	4	0	30	LM
30	7	1	30	LM
31	9	1	30	LM
32	7	1	30	LM
33	10	1	30	LM
34	7	1	30	LM
35	8	1	30	LM
36	8	1	30	LM
37	11	1	30	LM
38	7	1	30	LM
39	6	0	30	LM
40	6	1	30	LM
41	12	1	30	LM
42	9	1	30	LM
43	5	1	30	LM
44	8	1	30	LM
45	6	1	30	LM
46	7	1	30	LM
47	8	1	30	LM
48	7	1	30	LM
49	8	1	30	LM
50	6	1	30	LM
51	8	1	30	LM
52	7	1	30	LM
53	9	1	30	LM
54	9	1	30	LM
55	8	1	30	LM
56	10	1	30	LM
57	6	1	30	LM
58	10	1	30	LM
59	10	1	30	LM
60	8	1	30	LM
