subjID	opt1hprob	opt2hprob	opt1hval	opt1lval	opt2hval	opt2lval	choice
11	0.2	0.7	27	-15	19	-5	2
11	0.6	0.5	18	-13	35	27	2
11	0.2	0.2	35	-22	31	-45	1
11	0.4	0.1	47	-1	18	-27	1
11	0.7	0.3	3	-32	-23	-38	1
11	0.7	0.2	8	-35	-25	-35	1
11	0.3	0.8	33	29	5	-6	1
11	0.2	0.8	-25	-32	24	2	2
11	0.9	0.1	33	-4	25	21	1
11	0.8	0.8	-7	-20	25	14	2
11	0.4	0.5	-17	-26	28	26	2
11	0.1	0.4	-1	-25	-6	-33	1
11	0.5	0.5	34	-21	35	12	2
11	0.3	0.1	35	25	6	-14	1
11	0.8	0.3	31	-19	41	-7	2
11	0.8	0.4	-38	-40	22	-11	2
11	0.3	0.1	14	-5	-28	-49	1
11	0.3	0.1	31	30	-16	-45	1
11	0.5	0.2	38	-46	-23	-48	1
11	0.7	0.6	45	-20	-8	-18	1
11	0.7	0.3	49	25	-2	-33	1
11	0.9	0.4	35	32	6	-25	1
11	0.9	0.1	-1	-13	40	-6	2
11	0.3	0.1	-7	-16	-18	-43	1
11	0.6	0.6	-10	-49	34	9	2
11	0.6	0.2	0	-41	-3	-49	1
11	0.3	0.3	-11	-45	-29	-47	1
11	0.1	0.3	-19	-35	9	3	2
11	0.4	0.1	-23	-30	26	-38	2
11	0.1	0.4	6	-6	28	-27	2
11	0.8	0.3	-14	-36	39	9	2
11	0.8	0.2	5	-23	45	-44	1
11	0.6	0.2	36	-9	-15	-20	1
11	0.9	0.2	1	-15	-4	-38	1
11	0.1	0.6	19	4	39	-3	2
11	0.7	0.6	36	28	46	-43	1
11	0.4	0.1	19	-3	12	-33	1
12	0.8	0.1	49	41	-1	-43	1
12	0.5	0.1	32	-3	47	-25	1
12	0.9	0.3	21	-26	33	21	2
12	0.8	0.2	37	12	-20	-47	1
12	0.4	0.4	47	-1	45	41	2
12	0.7	0.9	0	-4	4	-42	1
12	0.5	0.5	36	21	-26	-31	1
12	0.4	0.9	23	-2	46	-14	2
12	0.3	0.1	11	-14	26	24	2
12	0.9	0.4	46	14	48	27	1
12	0.6	0.6	28	27	0	-50	1
12	0.7	0.8	46	-20	44	-33	2
12	0.9	0.5	44	-3	28	-3	1
12	0.9	0.7	-34	-43	-11	-16	2
12	0.4	0.7	49	-30	1	-15	1
12	0.5	0.7	11	7	31	-46	2
12	0.5	0.2	21	9	-14	-24	1
12	0.4	0.6	14	-17	46	-26	2
12	0.7	0.3	-5	-40	18	3	2
12	0.4	0.8	27	-1	50	46	2
12	0.5	0.3	23	-4	46	-18	1
12	0.1	0.1	25	-26	-9	-46	1
12	0.8	0.4	23	-45	37	13	2
12	0.2	0.5	37	12	46	-44	1
12	0.5	0.9	2	-2	45	31	2
12	0.5	0.4	43	-46	10	-21	1
12	0.9	0.1	27	-4	39	-36	1
12	0.5	0.2	32	-44	-26	-29	1
12	0.1	0.6	42	-48	27	-17	2
12	0.5	0.7	36	-28	18	13	2
12	0.3	0.8	32	-50	48	-10	2
12	0.4	0.4	50	5	32	27	2
12	0.6	0.4	-31	-47	12	-24	2
12	0.2	0.9	38	7	8	0	1
12	0.9	0.3	35	28	50	0	1
12	0.3	0.4	15	2	31	-20	1
12	0.8	0.5	-30	-50	23	7	2
12	0.8	0.1	38	-19	48	39	2
12	0.3	0.5	45	17	-2	-19	1
12	0.1	0.3	11	-5	-26	-29	1
12	0.8	0.7	25	-13	45	0	2
12	0.7	0.8	29	-48	20	-26	2
12	0.7	0.8	8	-24	6	-30	1
12	0.1	0.9	-17	-25	-11	-45	2
12	0.7	0.5	45	-8	-18	-50	1
12	0.3	0.8	24	-1	45	-48	2
12	0.6	0.1	32	28	-13	-37	1
12	0.6	0.4	-41	-49	-22	-44	2
12	0.7	0.3	12	-15	36	23	2
12	0.4	0.1	-29	-44	50	-39	2
12	0.9	0.2	48	-8	-17	-47	1
12	0.4	0.1	41	5	36	-16	1
12	0.3	0.1	28	-28	4	-3	2
12	0.4	0.1	28	12	24	-36	1
12	0.4	0.7	26	-18	15	10	2
12	0.1	0.3	44	-17	33	-7	2
12	0.2	0.6	-26	-49	20	-40	2
12	0.6	0.1	21	-28	21	-6	1
12	0.2	0.7	41	8	-8	-46	1
12	0.2	0.7	48	-22	17	-10	2
12	0.9	0.2	42	30	29	11	1
12	0.3	0.3	-11	-28	36	-37	2
12	0.8	0.9	-4	-39	20	7	2
12	0.6	0.5	10	-22	15	-50	1
12	0.5	0.2	49	-38	27	-16	1
12	0.3	0.3	-30	-48	27	-1	2
12	0.7	0.1	-1	-49	30	14	2
12	0.8	0.9	-22	-37	-42	-46	1
12	0.9	0.4	12	-45	48	-42	1
12	0.2	0.2	39	-10	0	-24	1
12	0.4	0.5	12	-45	0	-4	2
12	0.6	0.2	-16	-31	41	-4	2
12	0.1	0.7	2	-12	-13	-41	1
12	0.1	0.9	10	-33	-11	-13	2
12	0.2	0.4	1	-8	-5	-31	1
12	0.5	0.3	32	-10	48	-38	1
12	0.4	0.5	13	-36	36	-22	2
12	0.2	0.9	41	16	49	43	2
12	0.3	0.9	-24	-50	8	-28	2
12	0.5	0.2	50	14	47	42	2
12	0.2	0.8	-9	-17	-43	-45	1
12	0.5	0.6	41	11	37	-10	1
12	0.6	0.6	15	-9	37	-27	2
12	0.2	0.4	-37	-45	36	-33	2
12	0.2	0.1	45	-4	21	-6	1
12	0.2	0.9	22	-33	35	31	2
12	0.8	0.2	36	-10	-7	-20	1
12	0.6	0.5	13	-22	40	23	2
12	0.8	0.8	-9	-30	47	-38	2
12	0.1	0.2	30	-15	35	-42	1
12	0.6	0.9	9	-15	-13	-17	1
12	0.9	0.4	22	-27	3	-29	1
12	0.9	0.6	17	-12	24	-21	1
12	0.6	0.8	41	5	15	1	1
12	0.6	0.1	35	-37	11	-42	1
12	0.1	0.3	45	-2	37	-46	1
12	0.7	0.3	9	6	33	17	2
12	0.4	0.9	32	-50	6	-23	2
12	0.8	0.7	1	-30	4	-45	1
12	0.7	0.9	-18	-24	-23	-30	1
12	0.7	0.2	-35	-40	13	5	2
12	0.8	0.4	34	-24	29	5	1
12	0.5	0.3	32	-4	24	-44	1
12	0.6	0.1	-21	-30	-4	-9	2
12	0.7	0.9	13	-15	11	-28	2
12	0.3	0.8	-8	-38	-14	-28	2
12	0.2	0.3	-37	-43	-17	-18	2
12	0.7	0.5	29	-5	-24	-32	1
12	0.3	0.3	-35	-37	2	-9	2
12	0.5	0.8	42	11	-9	-44	1
12	0.5	0.4	42	-20	-1	-11	1
12	0.1	0.6	17	-5	-17	-40	1
12	0.8	0.2	26	0	9	-21	1
12	0.2	0.8	-20	-34	47	-24	2
12	0.4	0.9	-10	-23	22	-36	2
12	0.3	0.7	20	-8	3	-12	1
12	0.4	0.8	0	-5	29	-15	2
12	0.2	0.4	21	13	-10	-24	1
12	0.3	0.6	4	-16	37	-47	2
12	0.4	0.4	43	4	22	-35	1
12	0.1	0.7	48	-12	21	-3	2
12	0.5	0.4	4	-22	-24	-28	1
12	0.8	0.9	44	-49	46	14	2
12	0.4	0.2	-1	-10	36	-17	2
12	0.2	0.6	-28	-32	27	-2	2
12	0.1	0.4	26	5	-13	-33	1
12	0.5	0.2	2	-23	0	-5	2
12	0.2	0.9	38	5	-2	-6	1
12	0.9	0.5	38	-43	37	18	1
12	0.6	0.3	17	-19	-35	-47	1
12	0.7	0.1	6	-17	40	0	2
12	0.2	0.1	-7	-38	35	20	2
12	0.4	0.4	30	9	-8	-48	1
12	0.6	0.5	24	-20	16	-32	1
12	0.4	0.2	-7	-11	12	-19	1
12	0.3	0.6	-18	-48	-17	-45	2
12	0.2	0.5	-6	-37	13	-47	2
12	0.1	0.1	40	-27	3	-17	1
12	0.6	0.4	8	5	28	27	2
12	0.3	0.2	-7	-40	-31	-43	1
12	0.7	0.5	-34	-42	50	35	2
12	0.6	0.2	15	4	-13	-26	1
12	0.6	0.7	-19	-32	47	46	2
12	0.5	0.7	2	-25	-4	-37	2
12	0.2	0.6	22	-38	46	-46	2
12	0.4	0.1	24	-32	-19	-43	1
12	0.5	0.7	-10	-45	-17	-31	2
12	0.5	0.2	22	-28	15	7	2
12	0.5	0.4	18	-24	26	-9	2
12	0.1	0.2	14	5	1	-17	1
12	0.4	0.9	41	37	21	-22	1
12	0.7	0.2	26	-11	-2	-43	1
12	0.9	0.6	9	-20	31	-4	2
12	0.3	0.9	11	-10	22	1	2
12	0.3	0.2	-22	-27	-28	-48	1
12	0.6	0.9	-35	-43	11	8	2
12	0.2	0.3	-30	-32	43	28	2
12	0.9	0.7	24	23	33	2	1
12	0.9	0.4	-28	-36	35	28	2
12	0.2	0.3	25	-10	-7	-29	1
12	0.7	0.1	46	-25	9	3	1
12	0.5	0.7	26	-30	-11	-29	1
12	0.7	0.6	18	-23	26	-43	1
12	0.6	0.2	30	16	-8	-25	1
12	0.7	0.3	44	-30	43	-15	1
12	0.2	0.7	13	-32	35	-29	2
12	0.8	0.1	-20	-32	14	-10	2
12	0.3	0.9	37	-15	-20	-21	1
12	0.7	0.3	-10	-23	40	-11	2
12	0.4	0.5	8	-40	0	-11	2
12	0.8	0.2	-48	-49	21	13	2
12	0.2	0.5	42	-22	40	34	2
12	0.3	0.2	-35	-42	43	-28	2
12	0.3	0.1	50	3	49	-22	1
12	0.2	0.2	16	-23	18	-47	1
12	0.4	0.3	-1	-28	29	-13	2
12	0.9	0.8	22	3	10	0	1
12	0.8	0.8	46	-30	-5	-22	1
12	0.9	0.8	10	-4	50	45	2
12	0.2	0.2	12	-1	-30	-35	1
12	0.2	0.4	3	-46	27	18	2
12	0.4	0.7	1	-5	28	-14	2
12	0.7	0.8	31	-48	12	7	2
12	0.8	0.8	10	-12	19	-48	1
12	0.1	0.3	29	-13	-1	-22	1
12	0.3	0.7	50	-45	-11	-33	1
12	0.2	0.3	23	-2	-15	-35	1
12	0.6	0.4	-2	-34	-12	-28	1
12	0.2	0.5	-39	-43	30	-45	2
12	0.4	0.9	38	-18	29	1	2
12	0.4	0.3	-25	-39	29	-30	2
12	0.7	0.3	31	-10	16	-32	1
12	0.3	0.5	20	-39	-10	-17	2
12	0.4	0.3	2	-48	12	-16	2
12	0.6	0.8	-17	-34	15	-33	2
12	0.1	0.1	23	-8	20	6	2
12	0.2	0.2	-29	-39	49	3	2
12	0.2	0.3	33	9	30	-6	1
12	0.5	0.3	36	6	45	37	2
12	0.9	0.3	30	-24	2	-22	1
12	0.8	0.6	39	14	28	23	1
12	0.7	0.2	34	27	37	14	1
12	0.6	0.7	-35	-39	29	-38	2
12	0.5	0.5	50	-21	-26	-44	1
12	0.4	0.9	37	-36	39	-35	2
12	0.4	0.1	17	-39	-22	-25	1
12	0.3	0.4	50	19	-5	-33	1
12	0.1	0.7	13	-39	13	-6	2
12	0.5	0.1	45	-28	-30	-33	1
12	0.4	0.1	-45	-49	18	-25	2
12	0.1	0.8	21	-7	25	-37	2
12	0.9	0.1	-42	-43	48	-13	2
12	0.3	0.4	46	-21	33	-13	2
12	0.5	0.7	6	-11	40	-5	2
12	0.3	0.5	31	-34	38	-17	2
12	0.4	0.5	-6	-10	36	-30	2
12	0.7	0.3	41	-36	-28	-31	1
12	0.5	0.2	-9	-20	21	6	2
12	0.9	0.3	-9	-24	45	19	2
12	0.9	0.3	41	31	7	-5	1
12	0.9	0.3	5	-37	19	-36	1
12	0.7	0.6	47	-35	27	20	2
12	0.3	0.8	36	8	49	-10	2
12	0.6	0.8	21	2	48	2	2
12	0.3	0.7	-17	-29	28	-36	2
12	0.3	0.9	50	1	4	3	1
12	0.5	0.8	-4	-31	28	-7	2
12	0.9	0.8	48	16	45	-5	1
12	0.2	0.3	-22	-33	36	-46	2
12	0.7	0.2	49	12	-10	-46	1
12	0.4	0.6	24	23	3	-1	1
12	0.9	0.8	-3	-37	-8	-23	2
12	0.5	0.6	32	6	27	-21	1
12	0.1	0.2	49	27	10	-13	1
12	0.1	0.9	3	-1	-5	-37	1
12	0.6	0.1	37	-39	36	-48	1
12	0.8	0.3	-7	-9	14	-6	2
12	0.4	0.4	32	17	-25	-31	1
12	0.8	0.7	39	-7	43	-1	1
12	0.5	0.5	-12	-46	37	-18	2
12	0.1	0.6	16	-32	30	-31	2
12	0.8	0.2	4	2	46	-28	1
12	0.1	0.8	27	-49	0	-14	2
12	0.2	0.4	19	-39	5	-22	2
12	0.9	0.2	9	-38	12	-46	1
12	0.1	0.5	11	-41	13	-6	2
12	0.5	0.2	41	40	-2	-18	1
12	0.2	0.9	50	39	-8	-12	1
12	0.3	0.8	3	-46	-23	-47	2
12	0.1	0.8	1	-20	28	2	2
12	0.7	0.8	-11	-18	43	41	2
12	0.7	0.3	31	-38	-29	-37	1
12	0.8	0.9	28	-34	38	29	2
12	0.2	0.8	39	-38	29	-27	2
12	0.1	0.7	4	2	26	-11	2
12	0.3	0.1	48	-36	-18	-34	1
12	0.5	0.7	-4	-13	-19	-37	1
12	0.7	0.1	49	-39	39	1	1
12	0.4	0.8	29	20	-24	-28	1
12	0.7	0.8	16	-31	14	-12	2
12	0.3	0.2	49	-8	29	-45	1
12	0.1	0.3	40	-3	18	-9	1
12	0.8	0.6	-7	-9	3	-27	2
12	0.2	0.2	14	-20	24	-28	1
12	0.8	0.5	9	-27	0	-39	1
12	0.4	0.8	46	-4	47	-49	2
12	0.8	0.1	-13	-24	32	-26	1
12	0.8	0.8	-28	-36	22	12	2
12	0.4	0.9	23	-47	7	-50	2
12	0.1	0.7	0	-11	6	-2	2
12	0.3	0.4	29	-9	20	-27	1
12	0.8	0.3	-9	-33	12	8	2
12	0.1	0.8	20	-30	29	-38	2
12	0.3	0.6	16	-4	18	6	2
12	0.1	0.6	-42	-44	8	-14	2
12	0.2	0.8	38	-41	28	-39	2
12	0.8	0.2	49	21	44	25	1
12	0.1	0.1	-8	-23	45	-8	2
12	0.5	0.4	12	-31	36	3	2
12	0.4	0.9	-20	-27	18	-1	2
12	0.5	0.2	-2	-22	38	-23	2
12	0.9	0.4	49	-34	43	24	1
12	0.8	0.6	41	-38	-20	-33	1
12	0.1	0.3	35	-27	34	3	2
12	0.2	0.3	-10	-50	44	-28	2
12	0.1	0.2	33	27	-1	-25	1
12	0.9	0.2	-14	-37	31	21	2
12	0.2	0.3	-23	-32	7	-43	2
12	0.2	0.5	38	-7	0	-9	1
12	0.7	0.8	10	-44	41	36	2
12	0.9	0.3	19	-5	15	-31	1
12	0.4	0.2	41	33	-32	-44	1
12	0.6	0.7	18	-44	13	-44	2
12	0.8	0.3	48	-44	-9	-33	1
12	0.4	0.9	-11	-20	25	-36	2
12	0.3	0.4	3	-47	36	29	2
12	0.3	0.2	23	-49	-6	-49	1
12	0.4	0.4	5	-37	-14	-20	1
12	0.3	0.8	-11	-24	19	-36	2
12	0.5	0.6	2	-34	41	-30	2
13	0.9	0.1	35	-15	49	-44	1
13	0.5	0.8	33	26	23	-21	1
13	0.5	0.3	27	-26	44	3	2
13	0.5	0.8	26	-15	29	-11	2
13	0.7	0.1	-13	-24	42	15	2
13	0.8	0.4	45	-22	44	-5	1
13	0.2	0.6	50	-23	12	-35	2
13	0.1	0.4	33	12	6	-32	1
13	0.2	0.9	14	2	0	-6	1
13	0.2	0.7	21	-8	15	-31	1
13	0.8	0.8	43	23	6	-24	1
13	0.2	0.9	-5	-38	26	5	2
13	0.4	0.1	47	-41	15	10	2
13	0.9	0.7	24	13	35	28	2
13	0.4	0.3	22	11	43	-27	1
13	0.5	0.5	45	33	14	-44	1
13	0.8	0.9	-42	-47	27	-33	2
13	0.8	0.7	0	-32	21	-1	2
13	0.5	0.6	37	26	37	-4	1
13	0.8	0.2	-12	-47	-37	-39	1
13	0.9	0.1	49	-49	13	-21	1
13	0.9	0.6	-3	-28	34	-16	2
13	0.8	0.1	23	-9	29	8	1
13	0.4	0.3	-29	-32	-3	-44	2
13	0.8	0.4	-18	-22	38	-39	2
13	0.5	0.6	35	-6	13	-15	1
13	0.8	0.3	25	-8	46	36	2
13	0.4	0.7	43	-49	20	17	2
13	0.5	0.6	18	-13	45	-17	2
13	0.8	0.1	40	-25	-3	-15	1
13	0.3	0.1	49	23	46	11	1
13	0.3	0.5	-23	-33	-37	-38	1
13	0.1	0.5	45	17	4	-31	1
13	0.5	0.7	16	15	18	1	1
13	0.2	0.6	28	-10	25	18	2
13	0.1	0.7	41	-12	-33	-37	1
13	0.2	0.1	17	-7	42	-5	2
13	0.6	0.8	41	-21	18	11	2
13	0.3	0.1	17	-1	-28	-35	1
13	0.7	0.3	6	-1	29	-26	1
13	0.3	0.1	26	17	49	4	1
13	0.1	0.5	28	27	-18	-42	1
13	0.4	0.1	-20	-22	-8	-28	1
13	0.3	0.8	46	27	20	-50	1
13	0.8	0.1	-30	-34	36	-36	1
13	0.8	0.7	18	17	47	39	2
13	0.7	0.3	-39	-42	-15	-37	2
13	0.6	0.3	42	8	20	6	1
13	0.1	0.3	24	9	31	12	2
13	0.5	0.7	-10	-48	22	3	2
13	0.5	0.1	47	-11	34	-23	1
13	0.2	0.1	6	4	1	-2	1
13	0.8	0.3	31	-18	11	2	1
13	0.5	0.2	35	-3	24	-12	1
13	0.3	0.9	-17	-18	10	-24	2
13	0.3	0.2	-20	-37	36	7	2
13	0.4	0.3	19	16	41	9	2
13	0.6	0.5	18	-10	14	-1	1
13	0.3	0.1	-3	-11	36	-7	2
13	0.1	0.6	48	-5	49	11	2
13	0.2	0.1	30	-18	21	-12	1
13	0.4	0.4	16	-12	19	-35	1
13	0.8	0.8	46	21	38	-23	1
13	0.4	0.4	-17	-47	19	6	2
13	0.2	0.5	17	-4	-9	-15	1
13	0.6	0.8	3	-36	39	-19	2
13	0.1	0.3	45	-27	-42	-43	1
13	0.1	0.3	42	-27	-6	-29	1
13	0.7	0.8	10	-29	14	-34	2
13	0.9	0.8	29	5	-28	-34	1
13	0.8	0.7	-22	-45	39	-20	2
13	0.1	0.3	2	1	4	-20	1
13	0.4	0.6	12	-32	-14	-23	1
13	0.9	0.8	43	-2	44	6	1
13	0.1	0.8	-41	-49	39	-2	2
13	0.4	0.6	37	6	47	24	2
13	0.7	0.3	-1	-43	-26	-42	1
13	0.8	0.8	48	34	-41	-49	1
13	0.4	0.3	43	-21	-28	-35	1
13	0.1	0.4	-31	-44	41	23	2
13	0.2	0.4	37	-47	39	3	2
13	0.4	0.4	-10	-17	-1	-27	2
13	0.7	0.7	21	-25	29	0	2
13	0.6	0.3	30	17	29	-37	1
13	0.1	0.8	7	-31	2	-11	2
13	0.3	0.8	-21	-36	-9	-47	2
13	0.8	0.2	12	-38	13	-23	1
13	0.4	0.1	42	-17	39	-9	1
13	0.9	0.7	43	-49	13	-31	1
13	0.9	0.9	12	-30	-36	-48	1
13	0.9	0.7	24	-47	-30	-45	1
13	0.5	0.2	-1	-4	44	-8	2
13	0.8	0.3	-16	-39	39	-36	2
13	0.7	0.8	35	2	26	-20	1
13	0.1	0.5	48	32	27	-14	1
13	0.5	0.6	-3	-17	49	1	2
13	0.9	0.6	22	-18	28	-38	1
13	0.4	0.6	32	-13	7	-7	1
13	0.8	0.3	32	5	26	24	2
13	0.2	0.8	4	-50	20	-8	2
13	0.8	0.2	43	-34	2	0	1
13	0.9	0.6	48	-26	22	-32	1
13	0.4	0.4	0	-22	-5	-42	1
13	0.8	0.9	17	-32	12	10	2
13	0.1	0.3	42	34	43	24	1
13	0.7	0.4	39	-43	26	-22	1
13	0.6	0.2	47	3	-35	-37	1
13	0.9	0.1	30	-16	49	22	2
13	0.2	0.3	-7	-20	8	-9	2
13	0.6	0.4	46	-50	29	25	2
13	0.3	0.4	40	-10	44	-48	1
13	0.1	0.1	-26	-39	7	-29	2
13	0.5	0.3	48	-21	-14	-41	1
13	0.5	0.4	-26	-40	13	-46	2
13	0.7	0.5	4	-47	-9	-34	1
13	0.4	0.7	41	-12	-9	-43	1
13	0.6	0.4	38	3	24	20	2
13	0.7	0.6	37	-40	30	-27	1
13	0.4	0.9	30	-18	13	-41	1
13	0.2	0.1	43	27	20	-12	1
13	0.8	0.5	11	-26	33	12	2
13	0.7	0.1	42	-32	30	19	1
13	0.8	0.5	49	-36	46	11	2
13	0.8	0.7	4	-17	9	-11	2
13	0.1	0.3	36	-16	34	-50	2
13	0.1	0.5	40	-41	-48	-49	1
13	0.2	0.9	2	1	40	-42	2
13	0.8	0.7	15	-14	-25	-39	1
13	0.7	0.5	28	-37	17	-48	1
13	0.3	0.8	29	28	-22	-43	1
13	0.7	0.5	36	-29	23	-13	1
13	0.4	0.6	38	-22	20	-50	1
13	0.5	0.4	-22	-47	14	-8	2
13	0.6	0.4	5	-44	16	-24	2
13	0.9	0.3	17	-23	24	-28	1
13	0.5	0.5	36	27	-41	-49	1
13	0.6	0.3	-37	-45	15	-16	2
13	0.6	0.6	0	-46	33	-7	2
13	0.8	0.9	14	-49	44	43	2
13	0.5	0.2	45	-22	0	-34	1
13	0.9	0.5	30	-45	-17	-42	1
13	0.3	0.5	34	13	21	-8	1
13	0.7	0.9	31	14	-4	-22	1
13	0.6	0.7	9	-8	-27	-49	1
13	0.7	0.1	50	39	-17	-48	1
13	0.7	0.2	16	-24	20	-46	1
13	0.4	0.7	50	-20	3	-8	1
13	0.8	0.2	47	41	-10	-49	1
13	0.6	0.6	42	-34	19	-6	1
13	0.4	0.8	33	-23	28	19	2
13	0.4	0.5	1	-48	32	17	2
13	0.4	0.7	31	2	43	14	2
13	0.5	0.8	-35	-46	-17	-48	2
13	0.1	0.7	13	0	36	-7	2
13	0.6	0.6	-22	-49	35	-22	2
13	0.3	0.5	32	-22	46	-8	2
13	0.1	0.8	24	-16	23	-7	2
13	0.4	0.1	-25	-29	47	5	2
13	0.7	0.8	38	-45	36	28	2
13	0.5	0.7	37	-26	-8	-33	1
13	0.2	0.6	34	-35	-6	-17	2
13	0.8	0.9	21	-21	-19	-24	1
13	0.7	0.1	37	-42	-32	-38	1
13	0.3	0.7	14	-15	36	-12	2
13	0.9	0.8	44	-19	4	-16	1
13	0.2	0.2	34	-30	19	-36	1
13	0.1	0.9	44	19	22	4	2
13	0.3	0.1	-27	-28	-10	-20	2
13	0.8	0.9	-2	-27	27	-47	2
13	0.8	0.1	-9	-31	-4	-22	1
13	0.3	0.3	16	-31	-6	-43	1
13	0.5	0.4	46	12	-11	-43	1
13	0.2	0.3	-12	-50	38	3	2
13	0.6	0.5	17	-25	4	-27	1
13	0.4	0.4	-8	-44	-2	-49	1
13	0.4	0.9	29	4	8	-23	1
13	0.6	0.3	10	-35	13	-26	1
13	0.9	0.9	9	-35	-5	-16	1
13	0.1	0.2	33	3	35	-32	1
13	0.4	0.1	26	24	0	-7	1
13	0.7	0.2	9	4	20	15	2
13	0.2	0.2	35	-33	-6	-18	1
13	0.2	0.5	41	-41	8	-10	2
13	0.4	0.8	20	-40	23	-16	2
13	0.3	0.3	48	9	16	-35	1
13	0.7	0.9	50	-6	47	-17	2
13	0.5	0.9	46	-11	-5	-9	1
13	0.7	0.6	41	-12	0	-32	1
13	0.9	0.1	-12	-32	-7	-15	1
13	0.8	0.2	37	29	-5	-16	1
13	0.4	0.8	36	7	-25	-44	1
13	0.2	0.9	-4	-15	-22	-37	1
13	0.8	0.1	-31	-34	33	-5	2
13	0.1	0.3	9	-17	-33	-41	1
13	0.4	0.1	8	-2	48	-8	1
13	0.3	0.4	47	-26	48	-40	2
13	0.5	0.8	23	-26	34	-19	2
13	0.6	0.5	11	-47	47	43	2
13	0.6	0.5	47	37	25	-2	1
13	0.5	0.1	28	24	33	-47	1
13	0.8	0.4	17	3	22	6	2
13	0.1	0.8	-46	-50	-13	-33	2
13	0.4	0.5	34	24	22	16	1
13	0.6	0.9	18	-45	-4	-40	1
13	0.7	0.8	16	11	4	-25	1
13	0.3	0.2	-20	-37	4	-43	2
13	0.5	0.9	-1	-10	44	32	2
13	0.4	0.8	43	-36	27	-38	2
13	0.3	0.3	4	-42	41	-1	2
13	0.7	0.8	47	-24	-40	-41	1
13	0.6	0.4	4	-2	48	25	2
13	0.2	0.3	33	-11	35	26	2
13	0.7	0.1	8	0	13	3	1
13	0.4	0.5	-5	-26	43	34	2
13	0.8	0.7	-18	-50	-3	-32	2
13	0.2	0.9	34	-2	29	14	2
13	0.3	0.6	1	-27	18	6	2
13	0.8	0.4	40	2	12	-14	1
13	0.5	0.9	-14	-37	-18	-34	1
13	0.9	0.2	6	-11	42	-50	1
13	0.5	0.4	47	38	34	3	1
13	0.9	0.7	21	-31	5	3	1
13	0.9	0.3	19	8	23	-1	1
13	0.9	0.1	-1	-14	0	-23	1
13	0.2	0.3	-6	-15	47	-40	2
13	0.7	0.8	40	-26	44	-33	2
13	0.6	0.8	36	-26	-4	-10	1
13	0.7	0.3	25	-17	-8	-42	1
13	0.3	0.6	31	-25	14	7	2
13	0.6	0.7	17	-25	28	4	2
13	0.3	0.9	34	-8	26	8	2
13	0.7	0.5	16	-45	35	29	2
13	0.2	0.7	28	-20	27	-29	2
13	0.6	0.4	45	-31	-11	-33	1
13	0.9	0.6	31	-18	46	24	2
13	0.3	0.6	12	-42	3	-5	2
13	0.5	0.6	6	-12	23	-26	2
13	0.8	0.5	12	-21	50	-2	2
13	0.9	0.8	45	23	-22	-29	1
13	0.3	0.6	18	16	16	-37	1
13	0.2	0.5	43	-21	29	-29	1
13	0.5	0.2	38	27	-35	-41	1
13	0.8	0.7	46	5	49	-42	1
13	0.9	0.3	6	-46	7	-50	1
13	0.2	0.8	-11	-12	-19	-40	1
13	0.6	0.2	8	-44	-10	-43	1
13	0.3	0.7	41	-6	40	23	2
13	0.7	0.8	10	-25	-32	-50	1
13	0.5	0.3	49	13	37	-31	1
13	0.8	0.5	39	19	50	-14	1
13	0.4	0.6	29	24	44	13	2
13	0.7	0.4	-1	-41	46	-23	2
13	0.6	0.4	44	28	-3	-17	1
13	0.3	0.8	49	-40	50	-41	2
13	0.8	0.8	48	-37	26	21	1
13	0.3	0.7	-17	-19	4	-30	2
13	0.5	0.7	36	2	26	-2	2
13	0.4	0.1	12	-42	-15	-25	1
13	0.1	0.4	32	-29	45	-17	2
13	0.4	0.2	40	4	33	-40	1
13	0.5	0.1	33	-8	-32	-45	1
13	0.7	0.6	8	-42	-3	-5	1
13	0.4	0.6	-29	-45	46	15	2
13	0.7	0.3	18	-14	40	-14	1
13	0.1	0.6	-31	-44	-34	-36	2
13	0.7	0.3	20	-14	7	1	1
13	0.2	0.3	16	-38	50	2	2
13	0.5	0.4	8	-39	-4	-49	1
13	0.7	0.2	18	3	-6	-30	1
13	0.3	0.8	43	-4	-2	-40	1
13	0.6	0.6	16	-17	34	33	2
13	0.7	0.6	-17	-32	17	10	2
13	0.2	0.8	40	-40	48	18	2
13	0.9	0.5	41	35	50	-31	1
13	0.9	0.3	20	13	23	-50	1
13	0.8	0.7	33	-2	47	-14	2
13	0.2	0.7	32	-49	34	11	2
13	0.6	0.9	40	8	44	5	2
13	0.8	0.5	50	48	21	3	1
13	0.3	0.3	-46	-49	28	-39	2
13	0.7	0.6	-12	-21	33	3	2
13	0.5	0.8	-29	-35	23	-34	2
13	0.8	0.1	9	-34	36	34	2
13	0.7	0.8	6	-21	40	36	2
13	0.5	0.7	11	-35	19	10	2
13	0.4	0.6	14	6	32	-3	1
13	0.4	0.8	45	34	-30	-31	1
13	0.5	0.6	20	5	43	-6	2
13	0.4	0.7	-12	-38	22	15	2
13	0.3	0.3	10	-17	16	-47	1
13	0.6	0.5	44	26	35	29	1
13	0.6	0.6	6	0	-2	-47	1
13	0.5	0.8	38	33	15	-44	1
13	0.5	0.1	7	-31	27	-6	2
13	0.6	0.8	10	2	24	-18	2
13	0.2	0.5	36	20	40	-35	1
13	0.7	0.9	18	-14	-20	-24	1
