subjID	gain	loss	choice
208	0	0	2
208	0	0	3
208	1	0	4
208	0	0	4
208	0	0	4
208	0	-1	4
208	0	0	1
208	0	0	2
208	0	-1	3
208	0	0	1
208	0	0	2
208	0	-1	1
208	0	-1	2
208	0	0	3
208	0	0	4
208	1	-1	3
208	0	-1	3
208	1	0	4
208	1	0	4
208	0	0	4
208	0	0	4
208	1	-1	4
208	0	0	4
208	1	-1	4
208	0	-1	4
208	0	0	4
208	1	-1	4
208	0	0	4
208	0	0	4
208	1	-1	4
208	1	0	4
208	1	0	4
208	0	-1	4
208	0	0	4
208	0	0	4
208	1	0	4
208	1	0	4
208	1	0	4
208	0	0	4
208	0	0	4
208	0	-1	4
208	0	0	4
208	0	0	4
208	0	0	4
208	1	0	4
208	0	0	4
208	1	0	4
208	1	0	4
208	1	-1	4
208	1	0	4
208	1	-1	4
208	0	0	4
208	1	0	4
208	1	0	4
208	0	-1	4
208	0	0	4
208	1	-1	4
208	0	-1	4
208	0	0	4
208	0	-1	4
208	0	0	4
208	0	0	1
208	0	-1	4
208	0	0	4
208	0	-1	4
208	0	0	4
208	0	0	4
208	0	-1	4
208	0	0	4
208	0	-1	4
208	0	0	2
208	0	0	2
208	0	0	2
208	0	-1	3
208	0	0	3
208	0	-1	3
208	0	0	1
208	0	0	1
208	0	0	1
208	0	0	1
208	0	0	2
208	0	0	2
208	1	-1	1
208	0	0	2
208	0	0	1
208	0	-1	2
208	0	0	1
208	0	0	1
208	0	0	1
208	0	-1	3
208	0	0	4
208	0	0	4
208	0	-1	4
208	1	0	2
208	0	0	2
208	0	0	2
208	1	0	2
208	0	-1	2
208	0	0	2
208	0	0	2
208	0	0	2
208	0	0	2
208	1	-1	2
208	0	0	2
208	0	0	2
208	0	0	2
208	1	-1	2
208	0	0	1
208	0	-1	2
208	0	0	2
208	0	0	2
209	0	0	3
209	0	0	1
209	0	0	4
209	0	0	2
209	0	0	4
209	0	0	1
209	1	0	3
209	0	0	2
209	1	-1	2
209	0	0	4
209	0	0	1
209	0	0	3
209	0	0	2
209	0	0	1
209	1	0	3
209	1	0	3
209	0	0	3
209	0	0	2
209	0	0	4
209	1	-1	1
209	1	0	1
209	1	-1	1
209	0	0	1
209	1	0	2
209	0	0	2
209	1	0	4
209	0	0	4
209	0	-1	1
209	0	0	3
209	1	-1	2
209	0	-1	2
209	0	0	2
209	0	-1	4
209	0	-1	3
209	0	-1	1
209	1	-1	4
209	1	-1	3
209	0	0	3
209	0	0	2
209	1	-1	4
209	0	0	4
209	0	0	1
209	0	0	3
209	0	0	2
209	0	0	4
209	0	0	3
209	1	0	1
209	1	-1	1
209	0	0	1
209	0	0	2
209	0	-1	3
209	1	0	4
209	0	0	2
209	0	0	1
209	0	0	4
209	0	-1	3
209	0	-1	3
209	0	0	1
209	0	0	2
209	0	0	3
209	0	0	4
209	0	0	1
209	0	0	2
209	0	0	2
209	1	0	4
209	0	0	3
209	0	0	1
209	0	0	4
209	0	-1	2
209	1	0	3
209	1	-1	3
209	0	0	4
209	1	0	4
209	0	-1	4
209	0	-1	1
209	0	-1	3
209	0	0	2
209	1	0	2
209	0	-1	2
209	1	0	4
209	0	-1	4
209	1	0	3
209	0	0	3
209	0	0	3
209	0	0	1
209	1	0	1
209	0	-1	2
209	0	0	2
209	0	-1	3
209	0	0	4
209	0	-1	4
209	0	0	3
209	1	-1	3
209	1	0	4
209	0	0	2
209	0	0	1
209	0	0	4
209	1	0	3
209	0	0	2
209	1	0	3
209	0	0	2
209	0	0	1
209	0	-1	2
209	0	0	3
209	0	0	1
209	1	0	4
209	0	0	3
209	0	-1	1
209	0	0	2
209	1	-1	4
209	0	0	1
209	0	0	4
209	1	0	2
209	0	0	2
209	0	0	1
209	0	-1	3
209	1	0	1
209	0	0	4
209	0	0	4
209	0	0	4
209	0	-1	2
209	0	0	2
209	0	0	2
209	0	0	1
209	0	0	3
209	0	0	3
209	0	-1	3
209	0	0	3
209	0	0	3
209	1	0	1
209	1	0	1
209	1	0	4
209	0	0	4
209	0	0	3
209	1	-1	2
209	0	0	2
209	0	0	3
209	1	-1	1
209	0	0	4
209	0	-1	1
209	0	0	1
209	0	-1	2
209	0	-1	4
209	1	-1	4
209	0	0	4
209	0	-1	3
209	0	0	3
209	1	0	2
209	0	0	2
209	0	0	1
209	0	-1	3
209	0	0	2
209	0	0	1
209	0	0	1
209	0	0	4
209	0	0	1
209	1	0	3
209	0	0	3
209	0	-1	3
209	0	0	2
209	0	0	1
209	0	0	4
209	0	0	3
209	0	-1	1
209	0	-1	3
209	0	0	3
209	0	0	1
209	0	-1	4
209	0	-1	4
209	0	0	2
209	0	0	1
209	0	0	4
209	1	0	2
209	0	0	1
209	0	-1	4
209	1	0	1
209	0	0	3
209	0	-1	4
209	0	-1	3
209	0	0	3
209	0	0	4
209	0	0	2
209	0	0	3
209	0	0	3
209	0	0	1
209	0	-1	4
209	0	0	3
209	0	-1	3
209	0	-1	2
209	0	0	4
209	0	0	1
209	1	0	2
209	0	0	4
209	1	0	2
209	1	0	1
209	0	0	2
209	0	0	3
209	0	-1	4
209	0	0	4
209	0	0	1
