subjID	trial	choice	outcome
17	52	1	1
17	53	2	-1
17	54	1	-1
17	55	2	1
17	56	2	1
17	57	2	-1
17	58	2	-1
17	59	1	-1
17	60	2	-1
17	61	2	-1
17	62	1	1
17	63	2	1
17	64	1	-1
17	65	2	-1
17	66	2	-1
17	67	2	-1
17	68	2	-1
17	69	1	1
17	70	1	1
17	71	1	1
17	72	1	1
17	73	1	-1
17	74	2	-1
17	75	1	1
17	76	1	1
17	77	2	-1
17	78	1	1
17	79	1	-1
17	80	1	1
17	81	1	1
17	82	1	-1
17	83	1	1
17	84	1	-1
17	85	1	1
17	86	1	1
17	87	1	1
17	88	1	1
17	89	1	-1
17	90	1	-1
17	91	1	1
17	92	1	1
17	93	1	1
17	94	2	-1
17	95	1	-1
17	96	1	-1
17	97	1	1
17	98	1	1
17	99	1	1
17	100	2	-1
18	1	2	-1
18	2	1	-1
18	3	2	-1
18	4	2	1
18	5	2	-1
18	6	2	-1
18	7	1	-1
18	8	1	1
18	9	1	1
18	10	2	-1
18	11	1	1
18	12	2	1
18	13	1	1
18	14	1	1
18	15	1	1
18	16	1	-1
18	17	2	-1
18	18	2	1
18	19	1	-1
18	20	1	1
18	21	1	1
18	22	1	-1
18	23	2	-1
18	24	2	-1
18	25	1	1
18	26	1	1
18	27	2	-1
18	28	1	1
18	29	1	-1
18	30	2	1
18	31	1	1
18	32	2	-1
18	33	1	1
18	34	2	1
18	35	2	-1
18	36	1	-1
18	37	1	1
18	38	1	1
18	39	2	1
18	40	2	-1
18	41	2	1
18	42	2	1
18	43	1	-1
18	44	2	1
18	45	2	1
18	46	2	-1
18	47	1	1
18	48	2	-1
18	49	2	-1
18	50	2	1
18	51	1	1
18	52	1	1
18	53	2	-1
18	54	2	1
18	55	2	-1
18	56	1	1
18	57	1	1
18	58	2	1
18	59	1	1
18	60	1	-1
18	61	2	1
18	62	2	-1
18	63	1	-1
18	64	2	-1
18	65	1	1
18	66	2	1
18	67	1	-1
18	68	1	-1
18	69	1	1
18	70	1	-1
18	71	2	-1
18	72	2	-1
18	73	1	1
18	74	1	-1
18	75	2	1
18	76	1	1
18	77	2	-1
18	78	1	1
18	79	2	-1
18	80	2	-1
18	81	1	1
18	82	1	1
18	83	1	1
18	84	2	1
18	85	2	-1
18	86	2	1
18	87	1	1
18	88	1	1
18	89	2	-1
18	90	1	1
18	91	1	1
18	92	1	-1
18	93	1	-1
18	94	1	-1
18	95	1	1
18	96	1	1
18	97	1	1
18	98	1	-1
18	99	2	-1
18	100	1	-1
19	1	1	1
19	2	1	-1
19	3	2	-1
19	4	1	1
19	5	1	1
19	6	1	-1
19	7	1	1
19	8	2	-1
19	9	1	1
19	10	1	1
19	11	1	-1
19	12	2	1
19	13	2	1
19	14	2	-1
19	15	1	1
19	16	2	1
19	17	2	-1
19	18	2	-1
19	19	1	1
19	20	2	-1
19	21	1	1
19	22	2	-1
19	23	1	-1
19	24	1	1
19	25	1	1
19	26	1	-1
19	27	1	1
19	28	2	1
19	29	1	1
19	30	1	1
19	31	2	1
19	32	2	1
19	33	2	-1
19	34	1	-1
19	35	1	1
19	36	1	1
19	37	1	1
19	38	1	-1
19	39	1	1
19	40	2	1
19	41	2	1
19	42	2	1
19	43	2	1
19	44	2	-1
19	45	1	-1
19	46	1	1
19	47	2	-1
19	48	2	-1
19	49	1	1
19	50	1	1
19	51	1	1
19	52	2	-1
19	53	1	1
19	54	1	1
19	55	2	-1
19	56	1	-1
19	57	1	-1
19	58	1	1
19	59	1	1
19	60	1	1
19	61	1	1
19	62	1	-1
19	63	1	-1
19	64	1	1
19	65	1	-1
19	66	1	1
19	67	1	1
19	68	1	1
19	69	1	1
19	70	1	-1
19	71	2	-1
19	72	1	-1
19	73	2	1
19	74	2	-1
19	75	2	1
19	76	1	-1
19	77	1	1
19	78	2	-1
19	79	2	-1
19	80	1	1
19	81	1	-1
19	82	1	-1
19	83	2	1
19	84	2	-1
19	85	1	-1
19	86	1	1
19	87	2	-1
19	88	2	1
19	89	2	1
19	90	1	1
19	91	2	-1
19	92	1	-1
19	93	2	-1
19	94	1	1
19	95	1	-1
19	96	2	1
19	97	1	1
19	98	2	-1
19	99	1	1
19	100	2	-1
20	1	1	1
20	2	1	-1
20	3	1	-1
20	4	2	-1
20	5	2	-1
20	6	1	-1
20	7	1	-1
20	8	2	-1
20	9	1	1
20	10	1	-1
20	11	1	-1
20	12	1	-1
20	13	2	-1
20	14	2	1
20	15	2	1
20	16	2	-1
20	17	2	1
20	18	2	-1
20	19	1	-1
20	20	2	-1
20	21	1	1
20	22	1	1
20	23	1	1
20	24	1	1
20	25	1	1
20	26	1	1
20	27	1	1
20	28	1	1
20	29	1	1
20	30	1	-1
20	31	1	-1
20	32	2	-1
20	33	1	-1
20	34	1	1
20	35	2	-1
20	36	2	1
20	37	1	1
20	38	1	-1
20	39	1	-1
20	40	1	1
20	41	2	1
20	42	1	1
20	43	2	1
20	44	1	-1
20	45	2	-1
20	46	2	-1
20	47	2	1
20	48	1	1
20	49	1	1
20	50	1	1
20	51	1	-1
20	52	1	1
20	53	1	-1
20	54	1	1
20	55	1	1
20	56	2	1
20	57	1	1
20	58	1	-1
20	59	2	-1
20	60	2	-1
20	61	1	1
20	62	1	1
20	63	1	-1
20	64	2	1
20	65	2	-1
20	66	2	-1
20	67	1	-1
20	68	1	1
20	69	1	-1
20	70	2	-1
20	71	1	1
20	72	1	-1
20	73	2	-1
20	74	1	-1
20	75	1	1
20	76	1	-1
20	77	1	1
20	78	1	-1
20	79	1	1
20	80	1	-1
20	81	2	-1
20	82	1	-1
20	83	2	-1
20	84	1	1
20	85	1	1
20	86	1	-1
20	87	2	-1
20	88	2	1
20	89	1	1
20	90	1	-1
20	91	2	-1
20	92	1	-1
20	93	2	-1
20	94	2	1
20	95	1	-1
20	96	2	1
20	97	2	-1
20	98	1	1
20	99	1	-1
20	100	2	1
