subjID	choice	outcome
8	2	76
8	2	74
8	2	75
8	2	73
8	2	73
8	2	69
8	2	71
8	2	67
8	1	70
8	2	60
8	1	76
8	3	62
8	3	62
8	2	57
8	3	66
8	1	69
8	3	58
8	1	63
8	1	63
8	4	45
8	1	62
8	2	52
8	1	56
8	1	58
8	4	52
8	4	52
8	1	66
8	3	49
8	1	65
8	3	50
8	3	54
8	1	61
8	1	59
8	1	60
8	4	50
8	1	64
8	1	64
8	1	63
8	1	63
8	3	58
8	2	26
8	1	63
8	1	64
8	1	63
8	3	68
8	4	40
8	3	69
8	3	69
8	3	70
8	3	67
8	1	71
8	1	73
8	1	73
8	3	69
8	1	73
8	1	72
8	1	73
8	1	75
8	1	72
8	1	72
8	3	61
8	2	37
8	3	63
8	3	63
8	1	66
8	4	30
8	3	57
8	1	66
8	1	65
8	3	66
8	1	56
9	4	33
9	1	60
9	1	61
9	3	88
9	3	91
9	3	97
9	3	94
9	3	94
9	3	93
9	3	93
9	3	88
9	4	43
9	3	85
9	3	85
9	4	49
9	1	77
9	1	76
9	2	20
9	3	64
9	1	71
9	1	70
9	3	61
9	1	66
9	3	67
9	1	62
9	3	68
9	4	36
9	3	61
9	1	56
9	3	68
9	3	68
9	2	38
9	4	41
9	1	65
9	1	70
9	1	73
9	1	74
9	1	74
9	1	72
9	1	73
9	3	55
9	1	66
9	1	69
9	1	69
9	4	44
9	3	59
9	2	53
9	1	70
9	1	72
9	4	50
9	1	70
9	4	44
9	4	41
9	2	43
9	1	66
9	1	61
9	4	44
9	2	34
9	1	51
9	1	55
9	1	58
9	3	60
9	1	59
9	4	53
9	3	44
9	1	59
9	4	51
9	4	51
9	1	59
9	4	48
9	2	23
9	2	22
9	4	50
9	1	59
9	3	51
9	3	55
9	1	53
9	3	61
9	4	57
9	1	50
9	2	31
9	3	56
9	4	57
9	4	59
9	2	34
9	3	58
9	1	51
9	3	59
9	3	58
9	1	54
9	4	56
9	3	53
9	1	49
9	1	48
9	1	49
9	4	58
9	4	60
9	4	55
9	4	56
9	4	59
9	4	59
9	4	59
9	4	60
9	4	57
9	2	45
9	3	52
9	4	63
9	4	63
9	2	51
9	2	53
9	4	71
9	2	56
9	4	66
9	1	51
9	4	72
9	3	48
9	4	70
9	2	53
9	2	54
9	2	53
9	2	52
9	1	49
9	3	45
9	4	70
9	4	68
9	4	69
9	4	72
9	3	48
9	4	79
9	4	80
9	1	59
9	4	84
9	4	85
9	4	85
9	4	88
9	4	82
9	4	80
9	1	65
9	4	73
9	1	68
9	4	76
9	2	64
9	4	77
9	1	71
9	1	70
9	4	79
9	4	79
9	4	79
9	4	76
9	4	76
9	4	78
9	4	77
9	4	78
9	4	76
9	2	67
9	1	65
9	1	69
9	1	73
9	4	73
9	4	74
9	4	69
9	4	68
9	2	78
9	2	79
9	2	82
9	4	62
9	2	84
9	4	59
9	2	84
9	4	72
9	2	84
9	4	78
9	1	64
9	4	76
9	4	73
9	2	85
9	4	70
9	4	73
9	2	87
9	2	86
9	2	86
9	2	89
9	2	86
9	2	81
9	2	80
9	2	77
9	3	67
9	4	57
9	3	68
9	2	91
9	2	91
9	2	87
9	2	87
9	2	83
9	1	45
9	3	63
9	2	92
9	2	90
9	2	90
9	2	91
9	4	49
9	2	88
9	2	90
9	2	88
9	2	84
9	2	86
9	2	81
9	2	81
9	2	82
9	2	81
9	1	55
9	2	78
9	2	80
9	2	80
9	2	80
9	2	81
9	2	78
9	2	80
9	2	78
9	3	65
9	2	78
9	3	68
9	2	73
9	3	68
9	3	70
9	2	70
9	3	75
9	3	77
9	2	74
9	3	79
9	3	82
9	3	79
9	3	75
9	2	73
9	1	67
9	3	69
9	4	32
9	3	65
9	1	74
9	3	63
9	1	70
9	3	62
9	2	57
9	3	66
9	2	52
9	1	67
9	1	63
9	3	55
9	4	45
9	3	51
9	3	51
9	3	54
9	1	58
9	1	60
9	1	62
9	1	66
9	1	67
9	1	65
9	2	52
9	4	47
9	1	61
9	1	59
9	1	60
9	3	52
9	1	64
9	1	64
9	4	46
9	4	46
9	1	63
9	1	63
9	4	42
9	2	27
9	1	63
9	1	61
9	3	68
9	3	69
9	3	69
9	3	70
9	3	67
9	1	71
9	1	73
9	3	62
9	3	69
9	1	73
9	3	65
9	4	38
9	3	66
9	3	68
9	1	72
9	1	67
9	3	64
9	3	63
9	4	36
9	1	66
9	3	57
9	1	64
9	1	66
9	3	68
9	1	62
9	3	64
10	1	62
10	4	34
10	3	88
10	2	36
10	3	91
10	3	97
10	3	94
10	3	94
10	3	93
10	3	93
10	3	88
10	3	87
10	3	85
10	3	85
10	3	81
10	3	76
10	3	73
10	3	65
10	3	64
10	3	61
10	3	60
10	3	61
10	3	68
10	2	31
10	3	69
10	3	68
10	3	62
10	3	61
10	4	32
10	3	68
10	3	68
10	1	62
10	3	66
10	3	64
10	3	68
10	3	71
10	3	69
10	2	44
10	1	72
10	3	59
10	1	70
10	3	56
10	1	69
10	1	69
10	1	71
10	1	68
10	1	70
10	1	70
10	1	72
10	3	64
10	1	70
10	1	67
10	1	67
10	1	65
10	1	66
10	2	38
10	2	36
10	1	53
10	1	51
10	3	58
10	1	58
10	3	60
10	2	32
10	4	53
10	3	44
10	4	55
10	1	59
10	3	47
10	3	48
10	4	48
10	2	23
10	4	48
10	1	58
10	1	59
10	1	61
10	4	55
10	1	53
10	1	52
10	4	57
10	4	55
10	2	31
10	4	53
10	4	57
10	3	58
10	3	58
10	3	58
10	3	59
10	4	60
10	3	58
10	4	61
10	2	37
10	3	53
10	1	49
10	4	60
10	1	49
10	4	58
10	4	60
10	4	55
10	3	58
10	3	55
10	3	53
10	3	51
10	4	60
10	3	47
10	4	62
10	4	62
10	4	63
10	1	48
10	4	66
10	1	38
10	4	71
10	4	67
10	3	48
10	4	69
10	4	72
10	4	68
10	4	70
10	4	71
10	4	70
10	4	69
10	1	51
10	4	77
10	4	72
10	4	70
10	2	55
10	3	49
10	1	50
10	4	75
10	4	79
10	4	80
10	4	81
10	4	84
10	4	85
10	4	85
10	4	88
10	4	82
10	4	80
10	4	75
10	4	73
10	4	75
10	4	76
10	4	77
10	4	77
10	4	77
10	4	74
10	4	79
10	4	79
10	4	79
10	4	76
10	4	76
10	4	78
10	4	77
10	2	69
10	4	76
10	4	80
10	4	74
10	4	72
10	4	69
10	4	73
10	4	74
10	4	69
10	4	68
10	1	71
10	1	72
10	1	68
10	4	62
10	2	84
10	4	59
10	1	65
10	1	62
10	2	84
10	2	85
10	2	82
10	2	84
10	2	84
10	2	85
10	2	88
10	2	90
10	2	87
10	2	86
10	2	86
10	2	89
10	2	86
10	2	81
10	2	80
10	2	77
10	2	81
10	2	86
10	2	85
10	2	91
10	2	91
10	2	87
10	2	87
10	2	83
10	2	85
10	2	91
10	2	92
10	2	90
10	2	90
10	2	91
10	2	89
10	2	88
10	2	90
10	2	88
10	2	84
10	2	86
10	2	81
10	2	81
10	2	82
10	2	81
10	2	78
10	2	78
10	2	80
10	2	80
10	2	80
10	2	81
10	2	78
10	2	80
10	2	78
10	2	76
10	2	78
10	2	74
10	2	73
10	2	73
10	3	70
10	3	72
10	4	26
10	3	77
10	3	76
10	3	79
10	2	74
10	2	75
10	3	75
10	2	73
10	2	69
10	4	32
10	2	67
10	3	65
10	2	60
10	3	63
10	2	62
10	3	62
10	3	59
10	2	55
10	2	52
10	3	58
10	1	63
10	2	49
10	1	63
10	3	51
10	3	51
10	1	56
10	1	58
10	3	50
10	2	53
10	1	66
10	1	67
10	1	65
10	1	63
10	1	60
10	1	61
10	1	59
10	1	60
10	1	62
10	1	64
10	1	64
10	1	63
10	3	60
10	1	63
10	1	63
10	1	63
10	1	64
10	4	42
10	1	61
10	1	62
10	3	69
10	3	69
10	4	42
10	3	67
10	4	45
10	3	60
10	3	62
10	3	69
10	3	65
10	3	65
10	3	63
10	3	66
10	3	68
10	3	67
10	3	61
10	3	64
10	2	32
10	3	63
10	3	58
10	3	57
10	3	57
10	3	67
10	3	68
10	3	66
10	3	64
